time,CR_Boron,IntegratedPower,ScaledTotalPower,avg_Tfuel,max_Tfuel
2.56,1.3881000000001e-07,188168162.00478,34972835.928313,368.90951749355,412.9681260282
2.57,1.3881000000001e-07,188515849.28592,34564605.45439,369.03084655742,413.15446828498
2.58,1.3881000000001e-07,188859539.28148,34173380.027252,369.15065459666,413.33849422456
2.59,1.3881000000001e-07,189199395.66156,33797883.439203,369.26900748578,413.52030233135
2.6,1.3881000000001e-07,189535569.89866,33436952.467237,369.38596598427,413.69998354004
2.61,1.3881000000001e-07,189868202.34809,33089526.84022,369.50158698664,413.87762279688
2.62,1.3881000000001e-07,190197423.23055,32754639.929479,369.61592326115,414.05329891495
2.63,1.3881000000001e-07,190523353.52582,32431410.144026,369.72902385036,414.22708515601
2.64,1.3881000000001e-07,190846105.78356,32119033.133749,369.84093391766,414.39904917956
2.65,1.3881000000001e-07,191165784.8618,31816774.879237,369.95169595148,414.56925450185
2.66,1.3881000000001e-07,191482488.59754,31523965.219208,370.06134941242,414.73776020073
2.67,1.3881000000001e-07,191796308.4158,31239991.903627,370.16993120523,414.9046215345
2.68,1.3881000000001e-07,192107329.88221,30964295.358316,370.2774756823,415.06989002814
2.69,1.3881000000001e-07,192415633.20607,30696363.829372,370.38401539125,415.23361438538
2.7,1.3881000000001e-07,192721293.69575,30435728.927279,370.48958048427,415.39583989458
2.71,1.3881000000001e-07,193024382.17254,30181961.624451,370.59419937468,415.55660922559
2.72,1.3881000000001e-07,193324965.34619,29934668.6231,370.69789876595,415.71596251825
2.73,1.3881000000001e-07,193623106.15515,29693489.011305,370.80070360914,415.8739373845
2.74,1.3881000000001e-07,193918864.07656,29458091.383446,370.90263776846,416.03056970062
2.75,1.3881000000001e-07,194212295.40643,29228170.9348,371.00372343251,416.18589298868
2.76,1.3881000000001e-07,194503453.51373,29003447.144124,371.10398136852,416.33993873857
2.77,1.3881000000001e-07,194792389.07337,28783661.608086,371.20343208721,416.49273774897
2.78,1.3881000000001e-07,195079150.27565,28568575.853295,371.30209436888,416.64431850549
2.79,1.3881000000001e-07,195363783.01661,28357969.520923,371.39998597265,416.79470800382
2.8,1.3881000000001e-07,195646331.07115,28151638.744814,371.49712394046,416.94393211648
2.81,1.3881000000001e-07,195926836.25114,27949394.746339,371.59352462847,417.09201565129
2.82,1.3881000000001e-07,196205338.54884,27751062.433393,371.68920336831,417.23898199259
2.83,1.3881000000001e-07,196481876.26766,27556479.113146,371.78417502673,417.38485374822
2.84,1.3881000000001e-07,196756486.14117,27365493.467986,371.87845394971,417.52965270466
2.85,1.3881000000001e-07,197029203.4405,27177964.372508,371.97205339667,417.67339920749
2.86,1.3881000000001e-07,197300062.07259,26993760.131987,372.06498610635,417.81611281047
2.87,1.3881000000001e-07,197569094.67067,26812757.657284,372.1572647224,417.95781276818
2.88,1.3881000000001e-07,197836332.67624,26634841.716025,372.24890107208,418.09851723855
2.89,1.3881000000001e-07,198101806.41432,26459904.216683,372.33990668605,418.23824387658
2.9,1.3881000000001e-07,198365545.16141,26287843.601633,372.4302922739,418.37700925558
2.91,1.3881000000001e-07,198627577.20889,26118564.36745,372.52006867372,418.51482994294
2.92,1.3881000000001e-07,198887929.92079,25951976.544345,372.60924619057,418.65172176594
2.93,1.3881000000001e-07,199146629.78656,25787995.188834,372.69783470855,418.78769994536
2.94,1.3881000000001e-07,199403702.4694,25626540.010275,372.78584362129,418.92277902463
2.95,1.3881000000001e-07,199659172.85101,25467535.001207,372.87328218964,419.05697327821
2.96,1.3881000000001e-07,199913065.07308,25310908.142499,372.96015947488,419.19029664273
2.97,1.3881000000001e-07,200165402.57501,25156591.025169,373.04648408126,419.32276243342
2.98,1.3881000000001e-07,200416208.12936,25004518.668015,373.13226452369,419.45438376251
2.99,1.3881000000001e-07,200665503.87426,24854629.171524,373.21750899202,419.58517327928
3,1.3881000000001e-07,200913311.34334,24706863.532805,373.30222538558,419.71514321332

